feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,category_1,region_Region A,region_Region B,region_Region C,positive_predictors_mean,category_predictor_interaction,target
0.4885581029141349,0.5594607158720599,-0.4374717540896136,0.4108340667954702,1.3632136143816969,-1.156839729801583,-1.2186809821921731,-1.1057967320624895,0,0,0,1,0.4862842951938883,0.0,1
-0.13483737726476464,-0.030220280201660094,-0.0002932975533636071,0.20120782536637027,1.224232193008736,-1.3085831255520617,-1.2553150105992112,-0.9581414072745486,1,1,0,0,0.012050055966648515,0.012050055966648515,0
0.6367784853029205,0.6807813936616578,-0.5150162768434515,0.8382850356474656,-0.4292681719558029,1.0294445481140777,1.1132566301382205,0.7381818622907502,2,0,0,1,0.718614971537348,1.437229943074696,1
1.4961522449200717,1.296858636911661,-1.6536668644342232,1.2977357044976252,1.5317006353740006,1.8111162472053732,1.9847332948118506,1.6762076639041366,2,0,1,0,1.3635821954431193,2.7271643908862386,1
-0.22897728808728274,-0.2437437207350795,0.3839648525239292,-0.21167146163271844,1.0613019650598623,0.11370245329337679,0.8749648276474243,-0.19962048541924352,1,0,0,1,-0.2281308234850269,-0.2281308234850269,0
-0.22896116979833023,-0.3413561648738343,0.1779548734220757,-0.3391936896778,1.2200900905747432,-0.17170461723401023,0.42380939259175854,-0.4089662450927528,1,1,0,0,-0.30317034144998817,-0.30317034144998817,0
1.5513103412852736,1.521508124489442,-1.937724623595685,1.6218456062676525,1.5014022341305358,1.0761671872356935,1.4328554868449306,0.8702563937321147,2,1,0,0,1.5648880240141227,3.1297760480282455,1
0.7543403234706535,0.8446310250623386,-0.9723144979049846,0.6931433628354449,1.5175006242989837,0.356859042359648,0.7599494140207975,0.7314270666324176,2,1,0,0,0.7640382371228123,1.5280764742456245,1
-0.4600056856875359,-0.4284662840172344,0.3832877724959334,-0.2562402616892036,-0.8966191883786659,-0.0006433789231736144,-2.6682191321175024,-2.355062624036961,1,1,0,0,-0.38157074379799133,-0.38157074379799133,0
0.5335676946267598,0.6415572597846296,-0.2730409784636561,0.7151663622686182,-1.2858830972647173,1.0457593111215815,0.4032164145443445,1.6271524321032738,2,0,0,1,0.6300971055600025,1.260194211120005,1
-0.454059475871248,-0.4189824284635225,0.645144647389502,-0.4666251620960465,0.6649428963431827,-1.400556219029593,-0.9574666335561579,-1.0832100882290778,1,0,1,0,-0.44655568881027236,-0.44655568881027236,0
-0.4563293611198175,-0.581311855111967,0.79290417821082,-0.6729753226276909,0.22273760896931738,-0.009562240712395214,-0.04999556815534571,0.22819986747679358,1,0,1,0,-0.5702055129531585,-0.5702055129531585,0
0.23845328374434266,-0.009918760117360995,-0.0002932975533636071,0.15844610561826966,-0.5940072716313166,-0.4606709643295047,-0.44472582589425924,-0.7059139781083764,0,0,1,0,0.12899354308175046,0.0,0
-1.8774743267968388,-1.8528890985152848,1.814984767781107,-1.8796178330103968,0.6426858059637155,-0.6697342278206808,-0.13933250006050021,-0.6705349152048705,3,0,1,0,-1.8699937527741735,-5.60998125832252,0
-1.692547931903906,-1.7044493723245444,1.695142010774478,-1.8381967420655412,-1.5134297818735607,0.052008657341403086,-0.41793256442203,-0.23711390837648152,3,0,1,0,-1.7450646820979971,-5.235194046293992,0
-0.5511257759159012,-0.644185947559914,0.4805227039280579,-0.7157351020620952,-1.564655923424879,0.9407461722325547,0.29029388952905455,0.8015799240339434,3,0,1,0,-0.6370156085126367,-1.9110468255379103,1
-0.9934507657816832,-1.154551143586095,0.881472957827809,-1.0010960946209615,-0.5008834287467051,0.03561669010223649,-0.36015538121224366,-0.08364068244628231,3,1,0,0,-1.049699334662913,-3.1490980039887395,0
0.3094197551785663,0.234956790145821,-0.6892109189851119,-0.07542563184700252,-1.0567150386171351,1.4826517762342266,1.2667960830498934,1.375819517914865,0,0,0,1,0.15631697115912827,0.0,0
-0.8905555610749508,-0.9052589878464732,0.9081818813667498,-0.9713075967110522,0.760827569047425,1.6129211366843266,1.851479291054721,1.7115191765996471,3,1,0,0,-0.9223740485441586,-2.767122145632476,0
-1.3856363585542513,-1.3134665261447438,1.1598374259372064,-1.1012572287033309,1.5556748187445804,1.603337828838142,2.4605177642181943,1.4348647677606372,3,0,1,0,-1.266786704467442,-3.8003601134023257,0
1.4398178758541569,1.4488538571555187,-1.4840099446861554,1.421139842662192,0.5636322871342131,-0.05588071777569381,0.14746146270938482,0.15065313657668608,2,0,1,0,1.4366038585572891,2.8732077171145782,1
-0.22075302444188322,-0.0634499251516335,0.6504612147833624,-0.006144168829764817,0.5399286370062492,-0.4992265416798602,-0.33128114377560786,-0.8336401120472838,1,1,0,0,-0.09678237280776052,-0.09678237280776052,1
0.06720115988913147,-0.03520686270046779,-0.172903375335256,0.18112386788745477,-1.7053345297430076,-0.032630842052137815,-0.36356725712751076,0.07516947401560539,0,1,0,0,0.07103938835870614,0.0,0
